chrom scaffold Cposition position mean p0025 p0500 p0975
Herato03 Herato0301 25001.0 25000.0 0.0413286786438 0.0338901119421 0.0410956158456 0.0493210772306
Herato03 Herato0301 75001.0 75000.0 0.021564000638 0.0177741349714 0.0210237085938 0.0265152805572
Herato03 Herato0301 125001.0 125000.0 0.00570576307502 0.00467657780192 0.00567802248492 0.00689079609766
Herato03 Herato0301 175001.0 175000.0 0.0053913539843 0.00265963083905 0.00509835802106 0.0091532717815
Herato03 Herato0301 225001.0 225000.0 0.0023561562736 0.00158853451998 0.00230938105798 0.00324736979758
Herato03 Herato0301 275001.0 275000.0 0.00456322658982 0.00375402743255 0.00452243832234 0.0055480490804
Herato03 Herato0301 325001.0 325000.0 0.036634471022 0.0162523652046 0.03635451746 0.062549658562
Herato03 Herato0301 375001.0 375000.0 0.0277124001656 0.0153296208833 0.024452264088 0.0528811700124
Herato03 Herato0301 425001.0 425000.0 0.0257509644482 0.0172735653094 0.0250478476008 0.0390602817242
Herato03 Herato0301 475001.0 475000.0 0.00627364426182 0.00427563458503 0.00610747640613 0.00887526890686
Herato03 Herato0301 525001.0 525000.0 0.0260597504399 0.0161611556978 0.0247551815692 0.0427198061254
Herato03 Herato0301 575001.0 575000.0 0.0193714509108 0.0115853319361 0.0153521132273 0.0352807466399
Herato03 Herato0301 625001.0 625000.0 0.0901801278103 0.0337017144921 0.0784857403408 0.21666083882
Herato03 Herato0301 675001.0 675000.0 0.0524091381759 0.0166705383497 0.0511218678098 0.0969128030653
Herato03 Herato0301 725001.0 725000.0 0.0121925010075 0.0100056493171 0.0119730780539 0.0159754203329
Herato03 Herato0301 775001.0 775000.0 0.0247639226637 0.0170361767651 0.0242799985876 0.0351807514668
Herato03 Herato0301 825001.0 825000.0 0.0166949120576 0.0111520070348 0.0161633940798 0.0249935807366
Herato03 Herato0301 875001.0 875000.0 0.00433749194628 0.00259982680824 0.00427518525217 0.00667916433762
Herato03 Herato0301 925001.0 925000.0 0.0842050554341 0.0764190141989 0.0843453322624 0.0922405570997
Herato03 Herato0301 975001.0 975000.0 0.143145210384 0.128800742656 0.14340710741 0.15935011869
Herato03 Herato0301 1025001.0 1025000.0 0.140322064012 0.112390884904 0.13680396062 0.181246969498
Herato03 Herato0301 1075001.0 1075000.0 0.11997816961 0.109143700839 0.120033274743 0.133011676595
Herato03 Herato0301 1125001.0 1125000.0 0.0976452935524 0.0921408765816 0.0980772200756 0.102942951363
Herato03 Herato0301 1175001.0 1175000.0 0.0867597846698 0.0523344415435 0.0842965435983 0.132422086173
Herato03 Herato0301 1225001.0 1225000.0 0.0319333624821 0.0259596854387 0.0315788547873 0.0401058728099
Herato03 Herato0301 1275001.0 1275000.0 0.0180125399543 0.0145696182477 0.0179021734853 0.0224443191717
Herato03 Herato0301 1325001.0 1325000.0 0.009909158566 0.008812492262 0.009911144882 0.011041599114
Herato03 Herato0301 1375001.0 1375000.0 0.0490310736156 0.0270492337064 0.0474840939377 0.0831527761424
Herato03 Herato0301 1425001.0 1425000.0 0.0407995104188 0.0269511629584 0.0388267190844 0.0634489391922
Herato03 Herato0301 1475001.0 1475000.0 0.0104319220541 0.00557746508174 0.0102786528346 0.0145151290712
Herato03 Herato0301 1525001.0 1525000.0 0.0211632743905 0.0157691653359 0.0209547982091 0.02916276584
Herato03 Herato0301 1575001.0 1575000.0 0.0132857151894 0.0115421836511 0.013217295381 0.0159061045832
Herato03 Herato0301 1625001.0 1625000.0 0.061705830598 0.0383457902204 0.0599065626624 0.0950212051148
Herato03 Herato0301 1675001.0 1675000.0 0.0277328637436 0.0217366303646 0.026591279651 0.038321206382
Herato03 Herato0301 1725001.0 1725000.0 0.0285377935892 0.0117511420294 0.026268975284 0.0626505201754
Herato03 Herato0301 1775001.0 1775000.0 0.0264670093723 0.0212931850561 0.0259465944165 0.034956528524
Herato03 Herato0301 1825001.0 1825000.0 0.0493789298178 0.0332535509146 0.0480911165654 0.0746497275706
Herato03 Herato0301 1875001.0 1875000.0 0.0336219947484 0.0198191008788 0.0319212108658 0.0579940638792
Herato03 Herato0301 1925001.0 1925000.0 0.015830575839 0.0117114259249 0.0151369278156 0.0230047930452
Herato03 Herato0301 1975001.0 1975000.0 0.0500182245058 0.0237808131946 0.0489272703328 0.0853486877049
Herato03 Herato0301 2025001.0 2025000.0 0.0608156798633 0.0294878665388 0.0571778785915 0.11379995212
Herato03 Herato0301 2075001.0 2075000.0 0.00775519269662 0.00607020131134 0.00771821919338 0.00987325365652
Herato03 Herato0301 2125001.0 2125000.0 0.0221186294684 0.0136554278034 0.0214694591303 0.0344367515546
Herato03 Herato0301 2175001.0 2175000.0 0.0413369392509 0.00763201052942 0.0441007394793 0.0907636371624
Herato03 Herato0301 2225001.0 2225000.0 0.0194687228708 0.014680316793 0.0195246344785 0.0244184342504
Herato03 Herato0301 2275001.0 2275000.0 0.075804691414 0.0577492106666 0.072833347021 0.112194074272
Herato03 Herato0301 2325001.0 2325000.0 0.0348617858179 0.0282506626502 0.0347982615986 0.0415221411932
Herato03 Herato0301 2375001.0 2375000.0 0.055228242384 0.0414605874174 0.05312117163 0.074135513876
Herato03 Herato0301 2425001.0 2425000.0 0.0609014802349 0.0451347410191 0.0593383263993 0.0887909610831
Herato03 Herato0301 2475001.0 2475000.0 0.0636182302661 0.0279157245381 0.0602148117912 0.120402959004
Herato03 Herato0301 2525001.0 2525000.0 0.0200118914609 0.0122596719374 0.0192690038242 0.0328582743296
Herato03 Herato0301 2575001.0 2575000.0 0.0240711667434 0.0116691667713 0.0225633444369 0.042905187019
Herato03 Herato0301 2625001.0 2625000.0 0.0199963746037 0.010408434903 0.0190152866332 0.0383019645436
Herato03 Herato0301 2675001.0 2675000.0 0.0413747430158 0.0307780523054 0.0407807502684 0.0547456209632
Herato03 Herato0301 2725001.0 2725000.0 0.0164348289442 0.01363961038 0.0163899258541 0.0193834315512
Herato03 Herato0301 2775001.0 2775000.0 0.0315796563494 0.0255952933836 0.0311582768454 0.0400840205546
Herato03 Herato0301 2825001.0 2825000.0 0.022440791544 0.0208168831701 0.0222897253896 0.02446851792
Herato03 Herato0301 2875001.0 2875000.0 0.0118069615826 0.00681265466612 0.00866729236896 0.0199623967865
Herato03 Herato0301 2925001.0 2925000.0 0.0036914042992 0.00308019698104 0.00362880421498 0.00455187169798
Herato03 Herato0301 2975001.0 2975000.0 0.0506010035729 0.031729132047 0.0488237762601 0.0833281173564
Herato03 Herato0301 3025001.0 3025000.0 0.00467268199852 0.00391479028208 0.00466229214556 0.00556412279854
Herato03 Herato0301 3075001.0 3075000.0 0.0295416998979 0.0155876454728 0.0286474020902 0.0440883836354
Herato03 Herato0301 3125001.0 3125000.0 0.0268604653464 0.0215855372497 0.0259588251233 0.035892830452
Herato03 Herato0301 3175001.0 3175000.0 0.014011144491 0.0122101183279 0.0137520590442 0.0164644520783
Herato03 Herato0301 3225001.0 3225000.0 0.0275179224435 0.0155142280507 0.0261026208011 0.0474203143365
Herato03 Herato0301 3275001.0 3275000.0 0.0347581728924 0.027759205676 0.0342913586542 0.0440328676612
Herato03 Herato0301 3325001.0 3325000.0 0.0258912169986 0.0217228991231 0.0257427866894 0.0306568269872
Herato03 Herato0301 3375001.0 3375000.0 0.0202148680889 0.0122962542344 0.0179731765576 0.0420293054599
Herato03 Herato0301 3425001.0 3425000.0 0.0054448066852 0.0043883333966 0.0054137658166 0.006876012887
Herato03 Herato0301 3475001.0 3475000.0 0.0259125588338 0.0218963144339 0.0253596212076 0.0324906629469
Herato03 Herato0301 3525001.0 3525000.0 0.0453469186831 0.0186738867607 0.041678021633 0.0907532524918
Herato03 Herato0301 3575001.0 3575000.0 0.0186668690632 0.0146399356792 0.0184314272546 0.0246383160432
Herato03 Herato0301 3625001.0 3625000.0 0.0292777522228 0.0257451557584 0.0292272801198 0.0328164289368
Herato03 Herato0301 3675001.0 3675000.0 0.0403360375532 0.0256484042813 0.0386131097882 0.0621981770526
Herato03 Herato0301 3725001.0 3725000.0 0.0238429721584 0.0159593715088 0.0220547536282 0.0434493691432
Herato03 Herato0301 3775001.0 3775000.0 0.0237014179378 0.0119256065577 0.0228576153352 0.0473239916262
Herato03 Herato0301 3825001.0 3825000.0 0.0464006377834 0.0270130506539 0.0445402926006 0.0726599116446
Herato03 Herato0301 3875001.0 3875000.0 0.0291208183871 0.0211376557763 0.0279134692082 0.046149880717
Herato03 Herato0301 3925001.0 3925000.0 0.012130444859 0.0102237201742 0.0121091080064 0.0140495514398
Herato03 Herato0301 3975001.0 3975000.0 0.0377414358592 0.0272994408712 0.0371921334426 0.0536897184604
Herato03 Herato0301 4025001.0 4025000.0 0.0335560545318 0.0297809625975 0.0334922068464 0.03758740039
Herato03 Herato0301 4075001.0 4075000.0 0.042283801665 0.0238468073193 0.0411336525318 0.068561979623
Herato03 Herato0301 4125001.0 4125000.0 0.0211322873715 0.0167468320945 0.0204471607994 0.0277119468505
Herato03 Herato0301 4175001.0 4175000.0 0.0204802469543 0.0176874429304 0.0203800893276 0.0239481806007
Herato03 Herato0301 4225001.0 4225000.0 0.0250817787571 0.0191734106451 0.0237173682881 0.0352062179833
Herato03 Herato0301 4275001.0 4275000.0 0.024391533554 0.017894934336 0.024794133714 0.030900348356
Herato03 Herato0301 4325001.0 4325000.0 0.0179855162526 0.00898826769516 0.0192967151958 0.0292270976066
Herato03 Herato0301 4375001.0 4375000.0 0.0209687360104 0.0143033375788 0.0209243694754 0.0292168531682
Herato03 Herato0301 4425001.0 4425000.0 0.0247544250252 0.0127959900745 0.0222705033908 0.0504877141606
Herato03 Herato0301 4475001.0 4475000.0 0.019419198897 0.0117009298879 0.0186650906806 0.0302031100031
Herato03 Herato0301 4525001.0 4525000.0 0.049268367207 0.0326856568325 0.0464201273281 0.0786687278542
Herato03 Herato0301 4575001.0 4575000.0 0.063987855344 0.0259250125859 0.062083272201 0.124649838956
Herato03 Herato0301 4625001.0 4625000.0 0.0294856208246 0.0203833663022 0.029040912952 0.0416842075777
Herato03 Herato0301 4675001.0 4675000.0 0.0113784557871 0.00925517807606 0.0112607194343 0.0143097372728
Herato03 Herato0301 4725001.0 4725000.0 0.0236777050732 0.0181319055874 0.0227563200712 0.0316929476242
Herato03 Herato0301 4775001.0 4775000.0 0.0123066430676 0.0107514915606 0.0122546766806 0.0142179814586
Herato03 Herato0301 4825001.0 4825000.0 0.0326670440564 0.0218610741494 0.030468129114 0.0515722785684
Herato03 Herato0301 4875001.0 4875000.0 0.103856493318 0.0801473433602 0.102832217132 0.130874214554
Herato03 Herato0301 4925001.0 4925000.0 0.129821409328 0.113478228464 0.129076764482 0.14929358782
Herato03 Herato0301 4975001.0 4975000.0 0.11481029612 0.089719275281 0.11303209632 0.14897908776
Herato03 Herato0301 5004950.0 5025000.0 0.0730002525763 0.0661807183269 0.0722266872095 0.0796625580925
Herato03 Herato0302 5034900.0 25000.0 0.13105541308 0.12422761796 0.12998501164 0.14104824992
Herato03 Herato0302 5073145.0 75000.0 0.11457928573 0.105235348131 0.113855230615 0.128923507777
Herato03 Herato0303 5111391.0 25000.0 0.1217261444 0.1131637492 0.1217245218 0.1307970716
Herato03 Herato0303 5161391.0 75000.0 0.06836846285 0.0513368708869 0.0701712756612 0.084642422756
Herato03 Herato0303 5211391.0 125000.0 0.09491859748 0.0864165129 0.0944275063 0.10415872654
Herato03 Herato0303 5258023.0 175000.0 0.0717601188979 0.067640375601 0.0717880316198 0.0757961240292
Herato03 Herato0304 5304656.0 25000.0 0.12095371952 0.1109678733 0.121359801 0.1279804873
