chrom scaffold Cposition position mean p0025 p0500 p0975
Herato08 Herato0801 25001.0 25000.0 0.088253763174 0.066999985594 0.08706885545 0.120864192378
Herato08 Herato0801 75001.0 75000.0 0.105829327136 0.095261100688 0.10370532105 0.118352151948
Herato08 Herato0801 125001.0 125000.0 0.14459598842 0.12728044058 0.14280449912 0.16643009584
Herato08 Herato0801 175001.0 175000.0 0.1515202596 0.142639155474 0.15120862258 0.16352358796
Herato08 Herato0801 225001.0 225000.0 0.137406981316 0.12885125289 0.137401103802 0.14752449032
Herato08 Herato0801 275001.0 275000.0 0.127214975296 0.122877138288 0.126965094772 0.133948322396
Herato08 Herato0801 325001.0 325000.0 0.11938076277 0.109095755545 0.119283850784 0.133101895714
Herato08 Herato0801 375001.0 375000.0 0.0744137799 0.065877213818 0.073658296766 0.087727913932
Herato08 Herato0801 425001.0 425000.0 0.136919168863 0.12834618618 0.136160855271 0.149188456455
Herato08 Herato0801 475001.0 475000.0 0.0694789861731 0.0558221519041 0.06862303988 0.0872397653422
Herato08 Herato0801 525001.0 525000.0 0.092085016454 0.0826031328861 0.0916215550084 0.103494210853
Herato08 Herato0801 575001.0 575000.0 0.076896744179 0.0599791083691 0.0755886250076 0.102417058186
Herato08 Herato0801 625001.0 625000.0 0.0830930044672 0.0726967791543 0.0830907428232 0.094567137352
Herato08 Herato0801 675001.0 675000.0 0.103931157977 0.0926746113375 0.103268450854 0.117381951416
Herato08 Herato0801 725001.0 725000.0 0.123427707648 0.11053097604 0.122988781068 0.136843313056
Herato08 Herato0801 775001.0 775000.0 0.0794017111569 0.0704945387191 0.0779349049352 0.0985294765168
Herato08 Herato0801 825001.0 825000.0 0.107414294729 0.0976437408469 0.106585369818 0.119420439718
Herato08 Herato0801 875001.0 875000.0 0.14231613436 0.132460872994 0.14316606534 0.15236191414
Herato08 Herato0801 925001.0 925000.0 0.15492752758 0.126287567721 0.15711311746 0.178783588992
Herato08 Herato0801 975001.0 975000.0 0.13455205456 0.12884234928 0.1339209333 0.1415736447
Herato08 Herato0801 1025001.0 1025000.0 0.125439847496 0.119039630736 0.125436769106 0.13379797716
Herato08 Herato0801 1075001.0 1075000.0 0.14419387168 0.13632138046 0.14448998654 0.15316073972
Herato08 Herato0801 1125001.0 1125000.0 0.09808877148 0.0858681465 0.09756544304 0.10984708358
Herato08 Herato0801 1175001.0 1175000.0 0.105995498818 0.099610028142 0.106042473684 0.113420804724
Herato08 Herato0801 1225001.0 1225000.0 0.132935388084 0.121542779754 0.132643608204 0.14532424061
Herato08 Herato0801 1275001.0 1275000.0 0.104906353615 0.0928174346041 0.10323604517 0.123123127656
Herato08 Herato0801 1325001.0 1325000.0 0.154400002592 0.139896261738 0.154193353993 0.169604920882
