chrom scaffold Cposition position mean p0025 p0500 p0975
Herato04 Herato0401 25001.0 25000.0 0.0325726870198 0.024812716807 0.0317848252 0.04359804842
Herato04 Herato0401 75001.0 75000.0 0.0719973245504 0.0628635749558 0.0721876894273 0.0854406442483
Herato04 Herato0401 125001.0 125000.0 0.062843399606 0.057522212258 0.062676723402 0.068615126316
Herato04 Herato0401 175001.0 175000.0 0.0815290114118 0.0672222659564 0.0814476866518 0.096622312878
Herato04 Herato0401 225001.0 225000.0 0.056724968334 0.054146026566 0.056431268648 0.05965217601
Herato04 Herato0401 275001.0 275000.0 0.087360793956 0.0723362737536 0.0871651080666 0.09991582019
Herato04 Herato0401 325001.0 325000.0 0.08877203808 0.08577219952 0.08861015472 0.09241041656
Herato04 Herato0401 375001.0 375000.0 0.1106148473 0.100001978358 0.112061843236 0.12328310936
Herato04 Herato0401 425001.0 425000.0 0.0740013668212 0.0649575040521 0.071526080457 0.085304872798
Herato04 Herato0401 475001.0 475000.0 0.080898650636 0.075872297842 0.08102363052 0.08600898188
Herato04 Herato0401 525001.0 525000.0 0.08410064978 0.07738027704 0.08402410768 0.09042318314
Herato04 Herato0401 575001.0 575000.0 0.074287747722 0.059555282732 0.06967886804 0.107396767148
Herato04 Herato0401 625001.0 625000.0 0.09699938358 0.09060890828 0.0993423926 0.1004826636
Herato04 Herato0401 675001.0 675000.0 0.08492200212 0.077381583318 0.08494206534 0.09247950768
Herato04 Herato0401 725001.0 725000.0 0.0585599083 0.05255385072 0.0587264976 0.06446354144
Herato04 Herato0401 775001.0 775000.0 0.077335206311 0.0657022919419 0.0746198281582 0.102188494556
Herato04 Herato0401 825001.0 825000.0 0.07593771026 0.06945088348 0.07573227334 0.08243118264
Herato04 Herato0401 875001.0 875000.0 0.0508560877273 0.0432240679594 0.0513523654165 0.0588105586644
Herato04 Herato0401 925001.0 925000.0 0.109166374904 0.099701768844 0.108289050204 0.121066229832
Herato04 Herato0401 975001.0 975000.0 0.10159356322 0.09303897657 0.1012201077 0.11042493021
Herato04 Herato0401 1025001.0 1025000.0 0.09389913496 0.077490512484 0.092562765616 0.11649081222
Herato04 Herato0401 1075001.0 1075000.0 0.085458130456 0.076439973512 0.085336812734 0.092028687878
Herato04 Herato0401 1125001.0 1125000.0 0.086506106728 0.078221803216 0.086089170816 0.096756644024
Herato04 Herato0401 1175001.0 1175000.0 0.08064089224 0.0754043488 0.08087925518 0.08471656696
Herato04 Herato0401 1225001.0 1225000.0 0.079399501201 0.0742867690948 0.0800782414996 0.083607301987
Herato04 Herato0401 1275001.0 1275000.0 0.09308225787 0.090118295462 0.092528907456 0.0989882091
Herato04 Herato0401 1325001.0 1325000.0 0.0982814316086 0.0886105597407 0.0983239563788 0.109036436797
Herato04 Herato0401 1375001.0 1375000.0 0.0829083284438 0.0768524058473 0.0827606501666 0.0893789493332
Herato04 Herato0401 1425001.0 1425000.0 0.08007614798 0.07199060492 0.08031914036 0.08563868094
Herato04 Herato0401 1475001.0 1475000.0 0.082349938544 0.0755863432656 0.081698883342 0.091187062004
Herato04 Herato0401 1525001.0 1525000.0 0.044597195192 0.0392719071456 0.0445857117956 0.049941268176
Herato04 Herato0401 1575001.0 1575000.0 0.0584813841 0.05565874602 0.05845273708 0.06165699808
Herato04 Herato0401 1625001.0 1625000.0 0.0676302079378 0.0542469007091 0.067483367068 0.0799619309192
Herato04 Herato0401 1675001.0 1675000.0 0.108345363 0.1023126606 0.108102423 0.114901137
Herato04 Herato0401 1725001.0 1725000.0 0.133970695508 0.119836183302 0.133363623416 0.153018631068
Herato04 Herato0401 1775001.0 1775000.0 0.073270860926 0.068788151636 0.073073847948 0.079512667718
Herato04 Herato0401 1825001.0 1825000.0 0.0613838536 0.060061912 0.0612739416 0.0637119896
Herato04 Herato0401 1875001.0 1875000.0 0.06497608806 0.05983807698 0.06462487296 0.07270002556
Herato04 Herato0401 1925001.0 1925000.0 0.085040578995 0.0726383506703 0.08411444912 0.10258422458
Herato04 Herato0401 1975001.0 1975000.0 0.072725930592 0.06695570415 0.07299089131 0.07808197156
Herato04 Herato0401 2025001.0 2025000.0 0.0833718429 0.07720923144 0.08371688486 0.08907224384
Herato04 Herato0401 2075001.0 2075000.0 0.045611185928 0.0406682595403 0.0452091986815 0.0514594272706
Herato04 Herato0401 2125001.0 2125000.0 0.0922377089152 0.0833230536407 0.0906484548732 0.105369656267
Herato04 Herato0401 2175001.0 2175000.0 0.0909970676588 0.0810491128295 0.091082998766 0.100886670662
Herato04 Herato0401 2225001.0 2225000.0 0.08637920442 0.08001034426 0.08604324946 0.09244237258
Herato04 Herato0401 2275001.0 2275000.0 0.0815573048912 0.0691938721606 0.0802778587296 0.0993170208936
Herato04 Herato0401 2325001.0 2325000.0 0.10531616822 0.09791876416 0.1047503266 0.1142600629
Herato04 Herato0401 2375001.0 2375000.0 0.114045508929 0.108159049056 0.113768873786 0.120242271436
Herato04 Herato0401 2425001.0 2425000.0 0.1006819448 0.1000119984 0.1005219576 0.1022218216
Herato04 Herato0401 2475001.0 2475000.0 0.10326034964 0.097702794 0.10361804988 0.10731269348
Herato04 Herato0401 2525001.0 2525000.0 0.0963775965144 0.0876670229634 0.0966398927462 0.103981503848
Herato04 Herato0401 2575001.0 2575000.0 0.096074818814 0.0852846603586 0.0964626191746 0.10860967694
Herato04 Herato0401 2625001.0 2625000.0 0.10908617994 0.0982249859 0.1087828669 0.11984634314
Herato04 Herato0401 2667575.0 2675000.0 0.0990693822405 0.0928315565259 0.0986165702484 0.108505848605
Herato04 Herato0402 2710150.0 25000.0 0.076541978051 0.0704446128342 0.0762753608147 0.083312299797
Herato04 Herato0402 2760150.0 75000.0 0.0880155923379 0.0824273774558 0.0870203667716 0.0962608206192
Herato04 Herato0402 2786119.5 125000.0 0.138017173801 0.127696080454 0.136315291387 0.153751351212
Herato04 Herato0403 2812090.0 25000.0 0.0702070124 0.067057194148 0.06976267724 0.07362133032
Herato04 Herato0403 2862090.0 75000.0 0.07623120594 0.072698619 0.07595102794 0.08031027666
